dataset,source_file,test_id,event_no,lambda_proxy,eta_proxy,n_s_proxy,R_V_proxy,R_delta_total_predicted,measured_displacement_severity,observed_class,predicted_class,correct,robust_marginal,status,notes,sensitivity_label
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,SSG04-1-DSW-5,11,12.719999999999999,160.79839999999996,-0.21014494565365838,0.586,94.81386239999998,4.932,mixed,mixed,,invalid,insufficient_or_out_of_gate,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,PWRI_S-1-P-2,12,29.666666666666664,879.111111111111,-0.031735824910768644,0.898,790.3397777777777,3.754,mixed,mixed,,invalid,insufficient_or_out_of_gate,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,PWRI_S-2-P-1,13,34.33333333333333,1177.7777777777774,-0.039382769055890034,0.87,1025.5366666666664,44.897,mixed,mixed,,invalid,insufficient_or_out_of_gate,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,PWRI_S-3-P-1,14,35.666666666666664,1271.1111111111109,,,,71.57,uncertain,uncertain,,invalid,insufficient_or_out_of_gate,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,PWRI_S-4-P-2,15,31.666666666666668,1001.7777777777778,-0.06458074184096671,0.8,802.2222222222223,6.7,mixed,mixed,,invalid,insufficient_or_out_of_gate,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD01-1-MD-1,16,1.0173913043478262,0.03508506616257123,-128.01877353014953,0.11,0.11385935727788284,0.211,both_beneficial,both_beneficial,true,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD01-1-MD-2,17,1.0173913043478262,0.03508506616257123,-129.62252261732007,0.107,0.11075410207939512,0.208,both_beneficial,both_beneficial,true,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD01-1-MD-3,18,1.0173913043478262,0.03508506616257123,,,,0.658,uncertain,uncertain,,invalid,insufficient_or_out_of_gate,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD01-1-MD-4,19,1.0173913043478262,0.03508506616257123,-56.11848328869251,0.38,0.3933323251417771,0.918,both_beneficial,both_beneficial,true,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD01-1-MD-5,20,1.0173913043478262,0.03508506616257123,-86.0005746574897,0.227,0.23496431001890367,0.479,both_beneficial,both_beneficial,true,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD01-1-MD-6,21,1.0173913043478262,0.03508506616257123,-86.25663937007577,0.226,0.2339292249527411,0.48,both_beneficial,both_beneficial,true,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD01-1-MD-7,22,1.0173913043478262,0.03508506616257123,-56.5781836862424,0.377,0.3902270699432894,0.862,both_beneficial,both_beneficial,true,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD01-1-MD-8,23,1.0173913043478262,0.03508506616257123,-41.49175390784712,0.489,0.5061565973534973,1.309,mixed,both_beneficial,false,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD01-1-MD-9,24,1.0173913043478262,0.03508506616257123,-31.593393506118076,0.58,0.6003493383742913,4.277,mixed,both_beneficial,false,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD01-1-SD-1,25,1.0173913043478262,0.03508506616257123,-115.2880564286966,0.137,0.14180665406427226,0.146,both_beneficial,both_beneficial,true,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD01-1-SD-2,26,1.0173913043478262,0.03508506616257123,-119.2290971871938,0.128,0.13249088846880913,0.133,both_beneficial,both_beneficial,true,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD01-1-SD-3,27,1.0173913043478262,0.03508506616257123,,,,0.589,uncertain,uncertain,,invalid,insufficient_or_out_of_gate,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD01-1-SD-4,28,1.0173913043478262,0.03508506616257123,,,,0.802,uncertain,uncertain,,invalid,insufficient_or_out_of_gate,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD01-1-SD-5,29,1.0173913043478262,0.03508506616257123,-69.06048865001189,0.304,0.3146658601134216,0.482,both_beneficial,both_beneficial,true,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD01-1-SD-6,30,1.0173913043478262,0.03508506616257123,-62.74024567615844,0.339,0.3508938374291117,0.503,both_beneficial,both_beneficial,true,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD01-1-SD-7,31,1.0173913043478262,0.03508506616257123,,,,0.998,uncertain,uncertain,,invalid,insufficient_or_out_of_gate,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD01-1-SD-8,32,1.0173913043478262,0.03508506616257123,-27.819011199291353,0.619,0.6407176559546316,1.157,mixed,both_beneficial,false,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD01-1-SD-9,33,1.0173913043478262,0.03508506616257123,-6.563621888200329,0.893,0.9243309640831762,4.831,mixed,both_beneficial,false,marginal,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD01-3-MD-3,34,1.0173913043478262,0.03508506616257123,-116.57220991698208,0.134,0.13870139886578456,0.276,both_beneficial,both_beneficial,true,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD01-3-MD-4,35,1.0173913043478262,0.03508506616257123,-73.21207242024427,0.283,0.2929290737240076,0.853,both_beneficial,both_beneficial,true,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD01-3-MD-5,36,1.0173913043478262,0.03508506616257123,-68.11432471101328,0.309,0.3198412854442345,0.965,both_beneficial,both_beneficial,true,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD01-3-MD-6,37,1.0173913043478262,0.03508506616257123,-56.42454501841259,0.378,0.39126215500945194,1.16,mixed,both_beneficial,false,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD01-3-MD-7,38,1.0173913043478262,0.03508506616257123,-53.726450952016386,0.396,0.40989368620037825,6.581,mixed,both_beneficial,false,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD01-3-SD-3,39,1.0173913043478262,0.03508506616257123,-95.71270349327646,0.192,0.19873633270321367,0.244,both_beneficial,both_beneficial,true,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD01-3-SD-4,40,1.0173913043478262,0.03508506616257123,-37.59314996252472,0.523,0.5413494896030248,0.822,both_beneficial,both_beneficial,true,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD01-3-SD-5,41,1.0173913043478262,0.03508506616257123,-33.01053186862642,0.566,0.5858581474480152,0.783,both_beneficial,both_beneficial,true,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD01-3-SD-6,42,1.0173913043478262,0.03508506616257123,-18.3322755753076,0.729,0.7545770132325144,1.143,mixed,both_beneficial,false,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD01-3-SD-7,43,1.0173913043478262,0.03508506616257123,-7.877348795119152,0.873,0.9036292627599247,4.868,mixed,both_beneficial,false,marginal,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD03-1-SF-2,44,1.75,2.0625,-1.8759694546355847,0.35,1.071875,0.255,both_beneficial,mixed,false,marginal,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD03-1-SF-3,45,1.75,2.0625,-1.1143737030937704,0.536,1.6415000000000002,0.829,both_beneficial,mixed,false,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD03-1-SF-4,46,1.75,2.0625,-1.9649423992458623,0.333,1.0198125,0.434,both_beneficial,mixed,false,marginal,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD03-1-SF-5,47,1.75,2.0625,-1.7526833126532695,0.375,1.1484375,0.524,both_beneficial,mixed,false,marginal,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD03-1-SF-7,48,1.75,2.0625,-2.1573939328008547,0.299,0.9156875,0.256,both_beneficial,both_beneficial,true,marginal,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD03-1-SF-8,49,1.75,2.0625,-0.7946984907309057,0.641,1.9630625,1.365,mixed,mixed,true,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD03-1-SF-9,50,1.75,2.0625,-0.5721876885187009,0.726,2.223375,1.323,mixed,mixed,true,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD03-1-SF-11,51,1.75,2.0625,-0.06737098558835186,0.963,2.9491875,3.183,mixed,mixed,true,marginal,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD03-1-SF-12,52,1.75,2.0625,-0.019765252514107653,0.989,3.0288125,3.872,mixed,mixed,true,marginal,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD03-1-SF-13,53,1.75,2.0625,-0.4099476270570808,0.795,2.4346875000000003,3.855,mixed,mixed,true,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD03-1-SF-14,54,1.75,2.0625,-0.010753935924083474,0.994,3.044125,4.085,mixed,mixed,true,marginal,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD03-1-SF-15,55,1.75,2.0625,-0.08790002936165935,0.952,2.9154999999999998,4.223,mixed,mixed,true,marginal,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD03-1-SF-16,56,1.75,2.0625,0.10917329474425219,1.063,3.2554374999999998,4.416,both_detrimental,both_detrimental,true,marginal,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD03-1-SF-17,57,1.75,2.0625,0.12090196512043794,1.07,3.276875,5.089,both_detrimental,both_detrimental,true,marginal,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD03-1-SF-18,58,1.75,2.0625,0.1391785942001675,1.081,3.3105625,5.836,both_detrimental,both_detrimental,true,marginal,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD03-1-SF-19,59,1.75,2.0625,0.10243647133465868,1.059,3.2431875,6.363,both_detrimental,both_detrimental,true,marginal,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD03-1-SF-20,60,1.75,2.0625,-0.2757559091634578,0.857,2.6245625,4.82,mixed,mixed,true,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD03-1-ISF-2,61,1.75,2.0625,-1.4833624310272218,0.436,1.33525,0.295,both_beneficial,mixed,false,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD03-1-ISF-3,62,1.75,2.0625,-0.6786752081472969,0.684,2.0947500000000003,0.765,both_beneficial,mixed,false,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD03-1-ISF-4,63,1.75,2.0625,-1.8759694546355847,0.35,1.071875,0.342,both_beneficial,mixed,false,marginal,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD03-1-ISF-5,64,1.75,2.0625,-1.5845370140538921,0.412,1.26175,0.41,both_beneficial,mixed,false,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD03-1-ISF-7,65,1.75,2.0625,-2.127759086227425,0.304,0.9309999999999999,0.326,both_beneficial,both_beneficial,true,marginal,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD03-1-ISF-8,66,1.75,2.0625,-0.059963968587525035,0.967,2.9614374999999997,1.255,mixed,mixed,true,marginal,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD03-1-ISF-9,67,1.75,2.0625,-0.039751574967872044,0.978,2.995125,1.342,mixed,mixed,true,marginal,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD03-1-ISF-11,68,1.75,2.0625,0.407300996433484,1.256,3.8465,2.253,both_detrimental,both_detrimental,true,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD03-1-ISF-12,69,1.75,2.0625,0.5987012000638571,1.398,4.281375,3.526,both_detrimental,both_detrimental,true,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD03-1-ISF-13,70,1.75,2.0625,0.008912438888544205,1.005,3.0778125,3.624,both_detrimental,both_detrimental,true,marginal,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base
