dataset,source_file,test_id,event_no,lambda_proxy,eta_proxy,n_s_proxy,R_V_proxy,R_delta_total_predicted,measured_displacement_severity,observed_class,predicted_class,correct,robust_marginal,status,notes,sensitivity_label,map_margin,log_lambda,log_RV,log_Rdelta_pred,failure_mode,release_by_map,false_safe
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,SSG04-1-DSW-5,11,12.72,160.79839999999996,-0.2101449456536583,0.586,94.81386239999998,4.932,mixed,mixed,,invalid,insufficient_or_out_of_gate,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base,0.5344354894051245,2.543175557911976,-0.5344354894051245,4.551915626418827,correct_marginal,False,False
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,PWRI_S-1-P-2,12,29.666666666666664,879.111111111111,-0.0317358249107686,0.898,790.3397777777777,3.754,mixed,mixed,,invalid,insufficient_or_out_of_gate,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base,0.10758521067993743,3.39002408106403,-0.10758521067993743,6.672462951448122,correct_marginal,False,False
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,PWRI_S-2-P-1,13,34.33333333333333,1177.7777777777774,-0.03938276905589,0.87,1025.5366666666664,44.897,mixed,mixed,,invalid,insufficient_or_out_of_gate,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base,0.13926206733350766,3.536116699561526,-0.13926206733350766,6.9329713317895445,correct_marginal,False,False
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,PWRI_S-4-P-2,15,31.666666666666668,1001.7777777777778,-0.0645807418409667,0.8,802.2222222222223,6.7,mixed,mixed,,invalid,insufficient_or_out_of_gate,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base,0.2231435513142097,3.455264602932431,-0.2231435513142097,6.687385654550653,correct_marginal,False,False
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD01-1-MD-1,16,1.0173913043478262,0.0350850661625712,-128.01877353014953,0.11,0.1138593572778828,0.211,both_beneficial,both_beneficial,True,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base,2.1727913003207084,0.017241806434506173,-2.2072749131897207,-2.172791300320709,correct_robust,True,False
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD01-1-MD-2,17,1.0173913043478262,0.0350850661625712,-129.62252261732007,0.107,0.1107541020793951,0.208,both_beneficial,both_beneficial,True,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base,2.2004428316512183,0.017241806434506173,-2.234926444520231,-2.200442831651219,correct_robust,True,False
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD01-1-MD-4,19,1.0173913043478262,0.0350850661625712,-56.11848328869251,0.38,0.3933323251417771,0.918,both_beneficial,both_beneficial,True,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base,0.9331004133926931,0.017241806434506173,-0.9675840262617056,-0.9331004133926931,correct_robust,True,False
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD01-1-MD-5,20,1.0173913043478262,0.0350850661625712,-86.0005746574897,0.227,0.2349643100189036,0.479,both_beneficial,both_beneficial,True,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base,1.4483216486317219,0.017241806434506173,-1.4828052615007343,-1.448321648631722,correct_robust,True,False
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD01-1-MD-6,21,1.0173913043478262,0.0350850661625712,-86.25663937007577,0.226,0.2339292249527411,0.48,both_beneficial,both_beneficial,True,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base,1.4527366668408388,0.017241806434506173,-1.487220279709851,-1.4527366668408388,correct_robust,True,False
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD01-1-MD-7,22,1.0173913043478262,0.0350850661625712,-56.5781836862424,0.377,0.3902270699432894,0.862,both_beneficial,both_beneficial,True,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base,0.9410264786651138,0.017241806434506173,-0.9755100915341263,-0.9410264786651138,correct_robust,True,False
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD01-1-MD-8,23,1.0173913043478262,0.0350850661625712,-41.49175390784712,0.489,0.5061565973534973,1.309,mixed,both_beneficial,False,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base,0.6809091766382525,0.017241806434506173,-0.715392789507265,-0.6809091766382527,false_safe,True,True
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD01-1-MD-9,24,1.0173913043478262,0.0350850661625712,-31.59339350611808,0.58,0.6003493383742913,4.277,mixed,both_beneficial,False,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base,0.5102435625726597,0.017241806434506173,-0.5447271754416722,-0.5102435625726597,false_safe,True,True
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD01-1-SD-1,25,1.0173913043478262,0.0350850661625712,-115.2880564286966,0.137,0.1418066540642722,0.146,both_beneficial,both_beneficial,True,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base,1.9532907402849995,0.017241806434506173,-1.987774353154012,-1.9532907402850002,correct_robust,True,False
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD01-1-SD-2,26,1.0173913043478262,0.0350850661625712,-119.2290971871938,0.128,0.1324908884688091,0.133,both_beneficial,both_beneficial,True,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base,2.0212414021935072,0.017241806434506173,-2.05572501506252,-2.0212414021935077,correct_robust,True,False
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD01-1-SD-5,29,1.0173913043478262,0.0350850661625712,-69.06048865001189,0.304,0.3146658601134216,0.482,both_beneficial,both_beneficial,True,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base,1.156243964706903,0.017241806434506173,-1.1907275775759154,-1.156243964706903,correct_robust,True,False
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD01-1-SD-6,30,1.0173913043478262,0.0350850661625712,-62.74024567615844,0.339,0.3508938374291117,0.503,both_beneficial,both_beneficial,True,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base,1.0472715587326742,0.017241806434506173,-1.0817551716016867,-1.0472715587326742,correct_robust,True,False
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD01-1-SD-8,32,1.0173913043478262,0.0350850661625712,-27.819011199291356,0.619,0.6407176559546316,1.157,mixed,both_beneficial,False,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base,0.4451663934285285,0.017241806434506173,-0.47965000629754095,-0.4451663934285285,false_safe,True,True
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD01-1-SD-9,33,1.0173913043478262,0.0350850661625712,-6.563621888200329,0.893,0.9243309640831762,4.831,mixed,both_beneficial,False,marginal,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base,0.07868508523662551,0.017241806434506173,-0.11316869810563798,-0.07868508523662551,false_safe,True,True
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD01-3-MD-3,34,1.0173913043478262,0.0350850661625712,-116.57220991698208,0.134,0.1387013988657845,0.276,both_beneficial,both_beneficial,True,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base,1.9754318661622132,0.017241806434506173,-2.0099154790312257,-1.9754318661622134,correct_robust,True,False
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD01-3-MD-4,35,1.0173913043478262,0.0350850661625712,-73.21207242024427,0.283,0.2929290737240076,0.853,both_beneficial,both_beneficial,True,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base,1.227824768469887,0.017241806434506173,-1.2623083813388996,-1.227824768469887,correct_robust,True,False
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD01-3-MD-5,36,1.0173913043478262,0.0350850661625712,-68.11432471101328,0.309,0.3198412854442345,0.965,both_beneficial,both_beneficial,True,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base,1.1399303892153791,0.017241806434506173,-1.1744140020843916,-1.1399303892153791,correct_robust,True,False
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD01-3-MD-6,37,1.0173913043478262,0.0350850661625712,-56.42454501841259,0.378,0.3912621550094519,1.16,mixed,both_beneficial,False,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base,0.9383774704935369,0.017241806434506173,-0.9728610833625494,-0.938377470493537,false_safe,True,True
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD01-3-MD-7,38,1.0173913043478262,0.0350850661625712,-53.72645095201639,0.396,0.4098936862003782,6.581,mixed,both_beneficial,False,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base,0.891857454858644,0.017241806434506173,-0.9263410677276565,-0.8918574548586441,false_safe,True,True
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD01-3-SD-3,39,1.0173913043478262,0.0350850661625712,-95.71270349327646,0.192,0.1987363327032136,0.244,both_beneficial,both_beneficial,True,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base,1.615776294085343,0.017241806434506173,-1.6502599069543555,-1.6157762940853435,correct_robust,True,False
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD01-3-SD-4,40,1.0173913043478262,0.0350850661625712,-37.59314996252472,0.523,0.5413494896030248,0.822,both_beneficial,both_beneficial,True,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base,0.6136902020482017,0.017241806434506173,-0.6481738149172142,-0.6136902020482017,correct_robust,True,False
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD01-3-SD-5,41,1.0173913043478262,0.0350850661625712,-33.01053186862642,0.566,0.5858581474480152,0.783,both_beneficial,both_beneficial,True,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base,0.5346775879099418,0.017241806434506173,-0.5691612007789542,-0.5346775879099418,correct_robust,True,False
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD01-3-SD-6,42,1.0173913043478262,0.0350850661625712,-18.3322755753076,0.729,0.7545770132325144,1.143,mixed,both_beneficial,False,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base,0.28159793410446643,0.017241806434506173,-0.31608154697347896,-0.28159793410446654,false_safe,True,True
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD01-3-SD-7,43,1.0173913043478262,0.0350850661625712,-7.877348795119152,0.873,0.9036292627599248,4.868,mixed,both_beneficial,False,marginal,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base,0.10133611027352236,0.017241806434506173,-0.13581972314253485,-0.10133611027352224,false_safe,True,True
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD03-1-SF-2,44,1.75,2.0625,-1.8759694546355847,0.35,1.071875,0.255,both_beneficial,mixed,False,marginal,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base,0.0694094513721676,0.5596157879354227,-1.0498221244986778,0.0694094513721676,false_conservative_mixed,False,False
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD03-1-SF-3,45,1.75,2.0625,-1.1143737030937704,0.536,1.6415000000000002,0.829,both_beneficial,mixed,False,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base,0.4956104579595104,0.5596157879354227,-0.623621117911335,0.4956104579595104,false_conservative_mixed,False,False
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD03-1-SF-4,46,1.75,2.0625,-1.9649423992458623,0.333,1.0198125,0.434,both_beneficial,mixed,False,marginal,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base,0.019618786869152374,0.5596157879354227,-1.0996127890016931,0.01961878686915216,false_conservative_mixed,False,False
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD03-1-SF-5,47,1.75,2.0625,-1.7526833126532697,0.375,1.1484375,0.524,both_beneficial,mixed,False,marginal,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base,0.13840232285911913,0.5596157879354227,-0.9808292530117262,0.13840232285911913,false_conservative_mixed,False,False
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD03-1-SF-7,48,1.75,2.0625,-2.1573939328008547,0.299,0.9156875,0.256,both_beneficial,both_beneficial,True,marginal,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base,0.08808012972060526,0.5596157879354227,-1.2073117055914506,-0.08808012972060526,correct_marginal,True,False
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD03-1-SF-8,49,1.75,2.0625,-0.7946984907309057,0.641,1.9630625,1.365,mixed,mixed,True,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base,0.444725822061467,0.5596157879354227,-0.444725822061467,0.6745057538093783,correct_robust,False,False
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD03-1-SF-9,50,1.75,2.0625,-0.5721876885187009,0.726,2.223375,1.323,mixed,mixed,True,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base,0.320205264157341,0.5596157879354227,-0.320205264157341,0.7990263117135044,correct_robust,False,False
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD03-1-SF-11,51,1.75,2.0625,-0.0673709855883518,0.963,2.9491875,3.183,mixed,mixed,True,marginal,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base,0.03770186718401153,0.5596157879354227,-0.03770186718401153,1.0815297086868338,correct_marginal,False,False
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD03-1-SF-12,52,1.75,2.0625,-0.0197652525141076,0.989,3.0288125,3.872,mixed,mixed,True,marginal,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base,0.011060947359424948,0.5596157879354227,-0.011060947359424948,1.1081706285114203,correct_marginal,False,False
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD03-1-SF-13,53,1.75,2.0625,-0.4099476270570808,0.795,2.4346875000000003,3.855,mixed,mixed,True,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base,0.2294131643278051,0.5596157879354227,-0.2294131643278051,0.8898184115430403,correct_robust,False,False
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD03-1-SF-14,54,1.75,2.0625,-0.0107539359240834,0.994,3.044125,4.085,mixed,mixed,True,marginal,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base,0.006018072325563021,0.5596157879354227,-0.006018072325563021,1.1132135035452824,correct_marginal,False,False
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD03-1-SF-15,55,1.75,2.0625,-0.0879000293616593,0.952,2.9155,4.223,mixed,mixed,True,marginal,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base,0.04919024419077178,0.5596157879354227,-0.04919024419077178,1.0700413316800736,correct_marginal,False,False
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD03-1-SF-16,56,1.75,2.0625,0.1091732947442521,1.063,3.2554375,4.416,both_detrimental,both_detrimental,True,marginal,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base,0.06109509935981083,0.5596157879354227,0.06109509935981083,1.1803266752306563,correct_marginal,False,False
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD03-1-SF-17,57,1.75,2.0625,0.1209019651204379,1.07,3.276875,5.089,both_detrimental,both_detrimental,True,marginal,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base,0.06765864847381486,0.5596157879354227,0.06765864847381486,1.1868902243446602,correct_marginal,False,False
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD03-1-SF-18,58,1.75,2.0625,0.1391785942001675,1.081,3.3105625,5.836,both_detrimental,both_detrimental,True,marginal,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base,0.0778865386570712,0.5596157879354227,0.0778865386570712,1.1971181145279166,correct_marginal,False,False
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD03-1-SF-19,59,1.75,2.0625,0.1024364713346586,1.059,3.2431875,6.363,both_detrimental,both_detrimental,True,marginal,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base,0.05732506661926935,0.5596157879354227,0.05732506661926935,1.1765566424901148,correct_marginal,False,False
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD03-1-SF-20,60,1.75,2.0625,-0.2757559091634578,0.857,2.6245625,4.82,mixed,mixed,True,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base,0.15431736038435728,0.5596157879354227,-0.15431736038435728,0.9649142154864881,correct_robust,False,False
FoRDy,FoRDy_Mastersheet_v1.0.0_20180821_2322.csv,LJD03-1-ISF-2,61,1.75,2.0625,-1.4833624310272218,0.436,1.33525,0.295,both_beneficial,mixed,False,robust,validated_proxy_row,"FoRDy uses T1/T0 period-lengthening and normalized maximum footing moment; measured displacement gate is max(pkDR/1.0%, pkRot/0.01 rad, abs(resSet)/1.0%).",base,0.2891185402377427,0.5596157879354227,-0.8301130356331028,0.2891185402377427,false_conservative_mixed,False,False
